t,eeg
1747586985.6540163,255.71129764001836
1747586985.6579378,270.11858334182625
1747586985.6618595,282.3963332023145
1747586985.665781,292.3608462818117
1747586985.6697025,299.83578384495115
1747586985.673624,304.6344655311919
1747586985.6775458,306.57196790724265
1747586985.6814673,305.467311312084
1747586985.6853888,301.1648141000045
1747586985.6893103,293.5723902899918
1747586985.693232,282.69479615241676
1747586985.6971536,268.6469994720557
1747586985.701075,251.653087086902
1747586986.0775456,250.48460341235085
1747586986.0814672,251.48224703986253
1747586986.085389,252.10420921011095
1747586986.0893104,252.39186040141664
1747586986.093232,252.38200112081773
1747586986.0971534,252.099753813656
1747586986.1010752,251.57351748038903
1747586986.1049967,250.86450678182206
1747586986.1089182,250.07772922428632
1747586986.2893105,-258.81012572402716
1747586986.293232,-296.38574766378514
1747586986.2971535,-336.4872024653328
1747586986.301075,-378.8017251205241
1747586986.3049967,-422.9872878054841
1747586986.3089182,-468.6736554389892
1747586986.3128397,-515.444965447669
1747586986.3167613,-562.8460141891378
1747586986.320683,-610.4182262936223
1747586986.3246045,-657.7214078908631
1747586986.328526,-704.3223769444351
1747586986.3324475,-749.7871351274081
1747586986.3363693,-793.7013876632952
1747586986.3402908,-835.6875695972293
1747586986.3442123,-875.3842895952324
1747586986.3481338,-912.4140010496839
1747586986.3520555,-946.3882202006483
1747586986.355977,-976.945890070269
1747586986.3598986,-1003.777619555584
1747586986.36382,-1026.618905738204
1747586986.3677418,-1045.2352648738172
1747586986.3716633,-1059.4151606219718
1747586986.3755848,-1068.973262539346
1747586986.3795063,-1073.7607903510632
1747586986.383428,-1073.6609601213506
1747586986.3873496,-1068.5593044473567
1747586986.391271,-1058.3209677934847
1747586986.3951926,-1042.8062785292564
1747586986.3991144,-1021.9050757635292
1747586986.4030359,-995.5432664903057
1747586986.4069574,-963.6854499153471
1747586986.410879,-926.4169513398148
1747586986.4148006,-884.0536872838264
1747586986.4187222,-837.1367445600101
1747586986.4226437,-786.3459576707772
1747586986.4265652,-732.444422819194
1747586986.430487,-676.2329702247067
1747586986.4344084,-618.5208833738915
1747586986.43833,-560.1581405542905
1747586986.4422514,-501.9875388825912
1747586986.4461732,-444.65727004835213
1747586986.4500947,-388.52025033499615
1747586986.4540162,-333.69230444066955
1747586986.4579377,-280.1247412798054
1747586986.501075,271.7054268307296
1747586986.5049965,316.66208077901325
1747586986.5089183,359.0340256718452
1747586986.5128398,398.32852133505963
1747586986.5167613,434.1277735557902
1747586986.5206828,466.1124673603801
1747586986.5246046,494.0171251505341
1747586986.528526,517.606727708038
1747586986.844813,-254.13755618513613
1747586986.8487346,-298.46979680639157
1747586986.8526561,-343.08287010803815
1747586986.8565779,-387.6439124667277
1747586986.8604994,-431.832643916461
1747586986.864421,-475.3518006108116
1747586986.8683424,-517.9227596097959
1747586986.8722641,-559.2792910851316
1747586986.8761857,-599.1684090078188
1747586986.8801072,-637.3556708076113
1747586986.8840287,-673.6307331900774
1747586986.8879504,-707.8098287904578
1747586986.891872,-739.7339572069793
1747586986.8957934,-769.2672891995702
1747586986.899715,-796.3004640237288
1747586986.9036367,-820.7552920230171
1747586986.9075582,-842.5843812118031
1747586986.9114797,-861.766812719159
1747586986.9154012,-878.3063111086942
1747586986.919323,-892.2326675582244
1747586986.9232445,-903.598809894327
1747586986.927166,-912.470560742045
1747586986.9310875,-918.9192558152436
1747586986.9350092,-923.0242495178142
1747586986.9389307,-924.8772347231893
1747586986.9428523,-924.5782951425564
1747586986.9467738,-922.225304752204
1747586986.9506955,-917.9080588535284
1747586986.954617,-911.7128585604069
1747586986.9585385,-903.7277057430624
1747586986.96246,-894.0361623736475
1747586986.9663818,-882.7000664187248
1747586986.9703033,-869.7367867317544
1747586986.9742248,-855.1038319581602
1747586986.9781463,-838.7098947133379
1747586986.982068,-820.4428194754548
1747586986.9859896,-800.1832077737365
1747586986.989911,-777.8062876591163
1747586986.9938326,-753.1958453450171
1747586986.9977543,-726.2648073405969
1747586987.0016758,-696.9673216839524
1747586987.0055974,-665.3093852153535
1747586987.0095189,-631.3613564806229
1747586987.0134406,-595.2565175676815
1747586987.017362,-557.1686945457891
1747586987.0212836,-517.2862459416293
1747586987.0252051,-475.7993940595331
1747586987.029127,-432.8846406866719
1747586987.0330484,-388.66868611462553
1747586987.03697,-343.2261236267136
1747586987.0408914,-296.6759353579361
1747586987.091872,281.4412139308448
1747586987.0957935,323.2479642281789
1747586987.099715,365.51002557518274
1747586987.1036365,408.3079260255285
1747586987.1075583,451.6489136026566
1747586987.1114798,495.4643049306499
1747586987.1154013,539.6313023257475
1747586987.1193228,583.9999966455879
1747586987.1232445,628.3867219462583
1747586987.127166,672.5509256877525
1747586987.1310875,716.2098374558606
1747586987.135009,759.0831113905887
1747586987.1389308,800.8817366888092
1747586987.1428523,841.2207544597554
1747586987.1467738,879.5870725622268
1747586987.1506953,915.4210811576393
1747586987.154617,948.1901367091193
1747586987.1585386,977.4032452023059
1747586987.16246,1002.6063006485554
1747586987.1663816,1023.3395777352159
1747586987.1703033,1039.125074195793
1747586987.1742249,1049.5835961049622
1747586987.1781464,1054.5727880892218
