t,eeg
1747593153.3287282,-620.9392587922957
1747593153.33265,-617.1890393875909
1747593153.3365715,-613.2561171049256
1747593153.4663267,-261.2879589953773
1747593153.4702482,-303.40369008084605
1747593153.47417,-347.42748147125036
1747593153.4780915,-392.8587465249276
1747593153.482013,-439.17630945926857
1747593153.4859345,-485.85100473926093
1747593153.4898562,-532.357585448232
1747593153.4937778,-578.1857737284987
1747593153.4976993,-622.8500053464129
1747593153.5016208,-665.8977261333034
1747593153.5055425,-706.9164127112984
1747593153.509464,-745.539303848312
1747593153.5133855,-781.4496542974699
1747593153.517307,-814.383561729675
1747593153.5212288,-844.1315980535094
1747593153.5251503,-870.5392929234041
1747593153.5290718,-893.5064202597172
1747593153.5329933,-912.9852577963329
1747593153.536915,-928.9780825887985
1747593153.5408366,-941.5339588100112
1747593153.544758,-950.7448090659009
1747593153.5486796,-956.7409752738844
1747593153.5526013,-959.6865093192606
1747593153.5565228,-959.7741946511712
1747593153.5604444,-957.2203515156617
1747593153.5643659,-952.2585636755507
1747593153.5682876,-945.1297258920371
1747593153.5722091,-936.0696826944123
1747593153.5761306,-925.2999069376501
1747593153.5800521,-913.0209176068452
1747593153.583974,-899.4086395820232
1747593153.5878954,-884.6202019877827
1747593153.591817,-868.8041005564332
1747593153.5957384,-852.1040666098272
1747593153.5996602,-834.6629658416728
1747593153.6035817,-816.6321750880513
1747593153.6075032,-798.1758759642485
1747593153.6114247,-779.4644857329316
1747593153.6153464,-760.6603222587659
1747593153.619268,-741.8979807969623
1747593153.6231894,-723.2661731903752
1747593153.627111,-704.8036268982987
1747593153.6310327,-686.5164741910386
1747593153.6349542,-668.403924632282
1747593153.6388757,-650.4690674878891
1747593153.6427972,-632.7162935572692
1747593153.646719,-615.1554720494696
1747593153.6506405,-597.8150552087602
1747593153.654562,-580.7518957774571
1747593153.6584835,-564.0521071132843
1747593153.6624053,-547.8184496187745
1747593153.6663268,-532.1412370634711
1747593153.6702483,-517.0663445554959
1747593153.6741698,-502.5831520389519
1747593153.6780915,-488.63664960165244
1747593153.682013,-475.14491824964097
1747593153.6859345,-462.0077908255971
1747593153.689856,-449.113184472258
1747593153.6937778,-436.3517368299175
1747593153.6976993,-423.63419480443156
1747593153.7016208,-410.900009400237
1747593153.7055423,-398.11976748337474
1747593153.709464,-385.2922820032263
1747593153.7133856,-372.4246445319711
1747593153.717307,-359.5057157197471
1747593153.7212286,-346.5010978002934
1747593153.7251503,-333.362858894451
1747593153.7290719,-320.02805923128886
1747593153.7329934,-306.41339903018553
1747593153.7369149,-292.4266859258529
1747593153.7408366,-277.989539283093
1747593153.7447581,-263.0538470766917
1747593177.3551364,-269.12734543321704
1747593177.359058,-290.6570686683898
1747593177.3629794,-312.38092479698037
1747593177.366901,-334.1657426319075
1747593177.3708227,-355.90409958951653
1747593177.3747442,-377.4971633064543
1747593177.3786657,-398.84080698282514
1747593177.3825872,-419.82733938265113
1747593177.386509,-440.34567509785757
1747593177.3904305,-460.265687162217
1747593177.394352,-479.4345468899426
1747593177.3982735,-497.7030576291383
1747593177.4021952,-514.9529251010359
1747593177.4061167,-531.1032017612712
1747593177.4100382,-546.1090184621339
1747593177.4139597,-559.9620053591418
1747593177.4178815,-572.6832268904955
1747593177.421803,-584.3084904009173
1747593177.4257245,-594.8827086909677
1747593177.429646,-604.4620113576964
1747593177.4335678,-613.0981141392407
1747593177.4374893,-620.8117102688122
1747593177.4414108,-627.5928658220965
1747593177.4453323,-633.4228132952519
1747593177.449254,-638.2839964452481
1747593177.4531755,-642.1672081182642
1747593177.457097,-645.0923870518352
1747593177.4610186,-647.1185372416837
1747593177.4649403,-648.3228841781828
1747593177.4688618,-648.7728949379909
1747593177.4727833,-648.5205046483192
1747593177.4767048,-647.613391884814
1747593177.4806266,-646.102805496319
1747593177.484548,-644.0485210887598
1747593177.4884696,-641.5269875295467
1747593177.492391,-638.6274804804681
1747593177.4963129,-635.434938919862
1747593177.5002344,-632.0298012792617
1747593177.5041559,-628.5070173708432
1747593177.5080774,-624.9767101087565
1747593177.5119991,-621.5374614582979
1747593177.5159206,-618.2548870867734
1747593177.5198421,-615.1607712290743
1747593177.5237637,-612.2524901237399
1747593177.5276854,-609.4884230661198
1747593177.531607,-606.8008566271976
1747593177.5355284,-604.1187579716769
1747593177.53945,-601.3746010012034
1747593177.5433717,-598.5072809995993
1747593177.5472932,-595.4809872056494
1747593177.5512147,-592.2991794196446
1747593177.5551362,-588.9913488951296
1747593177.559058,-585.5889967094681
1747593177.5629795,-582.1132086145437
1747593177.566901,-578.5731264284415
1747593177.5708225,-574.9680619028817
1747593177.5747442,-571.2942040962969
1747593177.5786657,-567.5539125864767
1747593177.5825872,-563.751161572759
1747593177.5865088,-559.871825337489
1747593177.5904305,-555.8838406246127
1747593177.594352,-551.7681973055618
1747593177.5982735,-547.5397531376306
1747593177.602195,-543.2378179184527
1747593177.6061168,-538.9084417646635
1747593177.6100383,-534.5875255617943
1747593177.6139598,-530.2778291934163
1747593177.6178813,-525.9327481415647
1747593177.621803,-521.4641770463547
1747593177.6257246,-516.7616265523686
1747593177.629646,-511.70208253871147
1747593177.6335676,-506.15632451709496
1747593177.6374893,-500.0070662160851
1747593177.6414108,-493.1738734864055
1747593177.6453323,-485.62417307064555
1747593177.6492538,-477.3649812587606
1747593177.6531756,-468.42659796169755
1747593177.657097,-458.83816494443636
1747593177.6610186,-448.59862152632434
1747593177.66494,-437.67188690746593
1747593177.6688619,-426.0137622945207
1747593177.6727834,-413.5914937829978
1747593177.676705,-400.3753672613726
1747593177.6806264,-386.3349085459053
1747593177.6845481,-371.46061080703066
1747593177.6884696,-355.7828224516573
1747593177.6923912,-339.36765651387833
1747593177.6963127,-322.3065180332773
1747593177.7002344,-304.70389210229376
1747593177.704156,-286.65127197973
1747593177.7080774,-268.2063711119448
1747593198.626278,-270.8017436076861
1747593198.6301997,-304.23893756962207
1747593198.6341212,-339.8868180904426
1747593198.8035789,-260.3579778325513
1747593198.8075004,-302.38487596896954
1747593198.811422,-346.32889028532986
1747593198.8153436,-391.6914835347353
1747593198.8192651,-437.95349583590763
1747593198.8231866,-484.58632596798884
1747593198.8271084,-531.0649919810229
1747593198.83103,-576.8801994226134
1747593198.8349514,-621.5466553731261
1747593198.838873,-664.610600774393
1747593198.8427947,-705.6585746551085
1747593198.8467162,-744.3239200477625
1747593198.8506377,-780.28919712719
1747593198.8545592,-813.2882528521944
1747593198.858481,-843.1098187921984
1747593198.8624024,-869.5989384087961
1747593198.866324,-892.654432719138
1747593198.8702455,-912.2261794737983
1747593198.8741672,-928.3143261206537
1747593198.8780887,-940.9671861809829
1747593198.8820102,-950.2758876683473
1747593198.8859317,-956.3688769541052
1747593198.8898535,-959.4084328079231
1747593198.893775,-959.5867933989758
1747593198.8976965,-957.1201220251264
1747593198.901618,-952.2424838340961
1747593198.9055398,-945.2015736694224
1747593198.9094613,-936.2546047537758
1747593198.9133828,-925.6631034328186
1747593198.9173043,-913.6880494277411
1747593198.921226,-900.5863943857943
1747593198.9251475,-886.6078150672689
1747593198.929069,-871.9910873111828
1747593198.9329906,-856.9611930048032
1747593198.9369123,-841.727522520324
1747593198.9408338,-826.4820915235694
1747593198.9447553,-811.3976307272164
1747593198.9486768,-796.6266551051045
1747593198.9525986,-782.3014901232466
1747593198.95652,-768.5340508988738
1747593198.9604416,-755.4154012562535
1747593198.964363,-743.0162823842443
1747593198.9682848,-731.3885273345235
1747593198.9722064,-720.5660874063689
1747593198.9761279,-710.5656255125073
1747593198.9800494,-701.3878424029931
1747593198.983971,-693.0195775207301
1747593198.9878926,-685.4355200771992
1747593198.9918141,-678.5993449524542
1747593198.9957356,-672.4652540266006
1747593198.9996574,-666.9800939130897
1747593199.003579,-662.0851477847553
1747593199.0075004,-657.717355653613
1747593199.011422,-653.8106713488103
1747593199.0153437,-650.2977474992201
1747593199.0192652,-647.1113427719955
1747593199.0231867,-644.1852610518555
1747593199.0271082,-641.4552932536607
1747593199.03103,-638.8602643423428
1747593199.0349514,-636.3426435203685
1747593199.038873,-633.8486824388393
1747593199.0427945,-631.3288595777917
1747593199.0467162,-628.7387084426879
1747593199.0506377,-626.0394138846378
1747593199.0545592,-623.198238871045
1747593199.0584807,-620.1875900323143
1747593199.0624025,-616.978885887947
1747593199.066324,-613.5316903647955
1747593199.0702455,-609.78564738518
1747593199.074167,-605.6584374071348
1747593199.0780888,-601.0477735847581
1747593199.0820103,-595.8401061594552
1747593199.0859318,-589.9253848548462
1747593199.0898533,-583.2085197644444
1747593199.093775,-575.6157110656302
1747593199.0976965,-567.1029122395469
1747593199.101618,-557.6643146778082
1747593199.1055396,-547.3298744698413
