t,eeg
1747587926.8222713,-250.2547354390219
1747587926.8261929,-258.7807719581055
1747587926.8301144,-265.4357957423973
1747587926.834036,-269.94835628140254
1747587926.8379576,-272.1549990761294
1747587926.8418791,-272.04886367486137
1747587926.8458006,-269.7294115481822
1747587926.8497224,-265.338588524822
1747587926.853644,-259.03116921202326
1747587926.8575654,-250.94278353677933
1747587926.9556046,252.4482922839269
1747587926.9595263,257.90681820164156
1747587926.9634478,260.71615269613494
1747587926.9673693,261.5348722608673
1747587926.9712908,261.1313578694493
1747587926.9752126,260.26719324290923
1747587926.979134,259.67828897664845
1747587926.9830556,260.10174771964887
1747587926.986977,262.22623980367075
1747587926.9908988,266.60690722631836
1747587926.9948204,273.6390141682893
1747587926.9987419,283.5483897750227
1747587927.0026634,296.3385529342864
1747587927.0065851,311.7307738742441
1747587927.0105066,329.2045723470752
1747587927.0144281,348.16736352836966
1747587927.0183496,368.08058798805934
1747587927.0222714,388.439566773763
1747587927.026193,408.7152208657542
1747587927.0301144,428.3096050374033
1747587927.034036,446.52302185149307
1747587927.0379577,462.59539034560515
1747587927.0418792,475.7792897926767
1747587927.0458007,485.3357008768826
1747587927.0497222,490.50526395459156
1747587927.053644,490.5725109091829
1747587927.0575655,485.0019691085566
1747587927.061487,473.5274642304697
1747587927.0654085,456.1607897584277
1747587927.0693302,433.16239873808377
1747587927.0732517,404.98114990079824
1747587927.0771732,372.2071682608377
1747587927.0810947,335.5783037298442
1747587927.0850165,295.97149147673963
1747587927.088938,254.34910018638652
1747587927.3281536,-266.2449112644682
1747587927.332075,-314.2243739841086
1747587927.3359969,-362.73551468257415
1747587927.3399184,-411.4383567241674
1747587927.34384,-459.9678799446048
1747587927.3477614,-507.95575915187084
1747587927.3516831,-555.0606370933039
1747587927.3556046,-600.9613228806605
1747587927.3595262,-645.3370002555479
1747587927.3634477,-687.8773145067955
1747587927.3673694,-728.3070687096556
1747587927.371291,-766.3895989327534
1747587927.3752124,-801.916031107925
1747587927.379134,-834.7055149168807
1747587927.3830557,-864.613083221897
1747587927.3869772,-891.5302579864166
1747587927.3908987,-915.3817493218032
1747587927.3948202,-936.1250257952266
1747587927.398742,-953.7475437374587
1747587927.4026635,-968.2647034221689
1747587927.406585,-979.7289169774656
1747587927.4105065,-988.236981773071
1747587927.4144282,-993.9166070676719
1747587927.4183497,-996.904048100459
1747587927.4222713,-997.3349019610057
1747587927.4261928,-995.3460457161508
1747587927.4301145,-991.0730463488007
1747587927.434036,-984.6418233231082
1747587927.4379575,-976.1725025191097
1747587927.441879,-965.7977526475183
1747587927.4458008,-953.66683460128
1747587927.4497223,-939.9286193205033
1747587927.4536438,-924.7315655686829
1747587927.4575653,-908.2532033830926
1747587927.461487,-890.7145748077112
1747587927.4654086,-872.3556166564069
1747587927.46933,-853.4061935350786
1747587927.4732516,-834.0756848928601
1747587927.4771733,-814.5453167865712
1747587927.4810948,-794.9609251614025
1747587927.4850163,-775.4380349340926
1747587927.4889379,-756.0723577721325
1747587927.4928596,-736.9443900495198
1747587927.496781,-718.1196133717713
1747587927.5007026,-699.6484884652813
1747587927.5046241,-681.5648080566218
