t,eeg
1747591352.9232059,-252.20880628762941
1747591352.9271274,-280.1050482252319
1747591352.9310489,-308.1349078898347
1747591352.9349704,-335.94232331670923
1747591352.9388921,-363.185666398142
1747591352.9428136,-389.5247544920578
1747591352.9467351,-414.61175879697277
1747591352.9506567,-438.0911476766405
1747591352.9545784,-459.6009801099845
1747591352.9585,-478.7804045101527
1747591352.9624214,-495.29313936668945
1747591352.966343,-508.84764225822335
1747591352.9702647,-519.1970653752802
1747591352.9741862,-526.1422782091568
1747591352.9781077,-529.5543520096614
1747591352.9820292,-529.3925752027988
1747591352.985951,-525.6960137832168
1747591352.9898725,-518.5591045586425
1747591352.993794,-508.11015863787065
1747591352.9977155,-494.48675283463865
1747591353.0016372,-477.80432312061464
1747591353.0055587,-458.1515292045451
1747591353.2161355,256.09631344164416
1747591353.2200572,269.6515452935954
1747591353.2239788,282.1746522883535
1747591353.2279003,293.5019816090421
1747591353.2318218,303.5572348407058
1747591353.2357435,312.32655596003735
1747591353.239665,319.82245446992357
1747591353.2435865,326.076759759659
1747591353.247508,331.14418055800377
1747591353.2514298,335.08433340538033
1747591353.2553513,337.935401078634
1747591353.2592728,339.7055881822584
1747591353.2631943,340.38017904502004
1747591353.267116,339.9356804578152
1747591353.2710376,338.36418180678055
1747591353.274959,335.6925890831467
1747591353.2788806,331.97226587453474
1747591353.2828023,327.25748874701924
1747591353.2867239,321.60705149622714
1747591353.2906454,315.09828488568587
1747591353.2945669,307.8224335880799
1747591353.2984886,299.8627653658075
1747591353.3024101,291.28259848380947
1747591353.3063316,282.131876508695
1747591353.3102531,272.45548774512343
1747591353.314175,262.30325522552954
1747591353.3180964,251.75129551835036
