frequencies,magnitude
0.0,13.286382757411754
0.016129032258064516,1.719131032918053
0.03225806451612903,1.8400059505459105
0.04838709677419355,0.6146615832500764
0.06451612903225806,0.9285081577722326
0.08064516129032258,0.7155627897661586
0.0967741935483871,0.8182670599485269
0.11290322580645161,0.18423190156977406
0.12903225806451613,0.7250129235381386
0.14516129032258063,0.5961215154450944
0.16129032258064516,0.6535353349249414
0.1774193548387097,1.5926330650399074
0.1935483870967742,1.574810470602121
0.2096774193548387,0.8090946923036662
0.22580645161290322,1.1717022093551288
0.24193548387096775,0.6146220507005041
0.25806451612903225,0.9596975630375738
0.27419354838709675,1.7405220644981827
0.29032258064516125,0.587143987767218
0.3064516129032258,1.1137401364035633
0.3225806451612903,0.39368190531879915
0.3387096774193548,0.6883805018169596
0.3548387096774194,1.2418670389670676
0.3709677419354839,2.7086264045699298
0.3870967741935484,0.9405974180547957
0.4032258064516129,0.44612064403025087
0.4193548387096774,2.1052790247025777
0.43548387096774194,0.5816752150520984
0.45161290322580644,1.2906295923073197
0.46774193548387094,1.6537031789396452
0.4838709677419355,0.7191952145024311
0.5,1.1763036641412001
0.5161290322580645,0.6666444666979355
0.532258064516129,2.8868120994140347
0.5483870967741935,1.6795954960544126
0.564516129032258,1.8437106567533523
0.5806451612903225,1.0801326400487394
0.5967741935483871,0.6424889167605786
0.6129032258064516,1.7615908014932047
0.6290322580645161,2.2230262378515007
0.6451612903225806,2.3481508192879
0.6612903225806451,1.0899572333954144
0.6774193548387096,1.5160932641642446
0.6935483870967741,2.312560210619009
0.7096774193548387,0.7047166128964195
0.7258064516129032,2.2238930169251527
0.7419354838709677,1.2165473038413752
0.7580645161290323,2.8680619533766736
0.7741935483870968,1.1876884057774266
0.7903225806451613,3.1050365676798273
0.8064516129032258,1.9681368324159463
0.8225806451612903,0.6725517131245013
0.8387096774193548,0.7440132466362841
0.8548387096774194,4.574013794139524
0.8709677419354839,1.8268358665860627
0.8870967741935484,2.9758579941296714
0.9032258064516129,4.117438795466142
0.9193548387096774,0.6235396318315937
0.9354838709677419,4.593508785435237
0.9516129032258064,2.1539349864026516
0.967741935483871,2.7920483728646555
0.9838709677419355,2.2583762175750963
1.0,8.63122596723402
1.0161290322580645,2.785484203339339
1.032258064516129,3.893867374981936
1.0483870967741935,3.4587878207860396
1.064516129032258,4.781620113770175
1.0806451612903225,2.5076670623436064
1.096774193548387,3.621156645324174
1.1129032258064515,0.9146751860970608
1.129032258064516,1.424973560149913
1.1451612903225805,2.9275626456035564
1.161290322580645,1.6357073056736817
1.1774193548387097,2.406472325828586
1.1935483870967742,3.805932855800331
1.2096774193548387,2.007587396744932
1.2258064516129032,3.2400515758941455
1.2419354838709677,4.020239484729276
1.2580645161290323,0.8289746402630414
1.2741935483870968,3.067201479171379
1.2903225806451613,4.133844571169594
1.3064516129032258,3.157283731550957
1.3225806451612903,4.186857970396187
1.3387096774193548,2.0012592240853295
1.3548387096774193,1.9348944879794403
1.3709677419354838,0.8375761557389182
1.3870967741935483,3.0472682078414817
1.4032258064516128,3.853932032815279
1.4193548387096775,1.1745451503932882
1.435483870967742,4.121227777927726
1.4516129032258065,0.672781007298294
1.467741935483871,3.3115586269035444
1.4838709677419355,2.341521813380574
1.5,1.75909865439474
1.5161290322580645,0.7250194847805335
1.532258064516129,2.6237725746780116
1.5483870967741935,3.244496967730338
1.564516129032258,1.2267376020266392
1.5806451612903225,2.550204737705209
1.596774193548387,2.3662172790034255
1.6129032258064515,0.8391720619929344
1.629032258064516,1.5138780267729304
1.6451612903225805,1.2388106146074422
1.661290322580645,1.2050524213674914
1.6774193548387095,1.3456023271359059
1.6935483870967742,1.1748692516671146
1.7096774193548387,1.7078233983786517
1.7258064516129032,0.8160597575798666
1.7419354838709677,1.9782820881970882
1.7580645161290323,1.649825831073555
1.7741935483870968,1.0257112202834755
1.7903225806451613,3.421458874936681
1.8064516129032258,3.7793197658948223
1.8225806451612903,2.895987843092275
1.8387096774193548,3.460799550634354
1.8548387096774193,1.9614636038680067
1.8709677419354838,1.2192184705325644
1.8870967741935483,1.8280802525683704
1.9032258064516128,0.8149093313768648
1.9193548387096773,1.3196114875588623
1.935483870967742,2.474139535530607
1.9516129032258065,2.654730209136442
1.967741935483871,2.8433103676199396
1.9838709677419355,3.4596067264443993
2.0,4.989928574739191
2.0161290322580645,1.6458497705862352
2.032258064516129,2.7503162463558826
2.0483870967741935,0.7452716170109073
2.064516129032258,2.3177083036031743
2.0806451612903225,1.618558354157324
2.096774193548387,3.4192137907517264
2.1129032258064515,1.6348833382722936
2.129032258064516,0.6218225740868604
2.1451612903225805,4.814504800238809
2.161290322580645,3.1731084979207935
2.1774193548387095,0.8931702437118048
2.193548387096774,0.4424498387272907
2.2096774193548385,2.0893022096411915
