timestamp,eeg_value
1747591823.5334198,0.0015230570756481028
1747591823.5373414,0.011229491473012122
1747591823.541263,0.04329764139467219
1747591823.5451846,0.12250197866177462
1747591823.5491061,0.29005195867162253
1747591823.5530276,0.6019410667829457
1747591823.5569494,1.1156796655760748
1747591823.560871,1.8749918302820192
1747591823.5647924,2.897255409619417
1747591823.568714,4.162843056030744
1747591823.5726357,5.614042656864678
1747591823.5765572,7.173155771469946
1747591823.5804787,8.767853290555129
1747591823.5844002,10.34704721076574
1747591823.588322,11.891671034498865
1747591823.5922434,13.41809372516078
1747591823.596165,14.960603076192209
1747591823.6000865,16.546799017854536
1747591823.6040082,18.19118172349642
1747591823.6079297,19.901776343759234
1747591823.6118512,21.679034764302894
1747591823.6157727,23.50326752523199
1747591823.6196945,25.326208777519263
1747591823.623616,27.077987903706884
1747591823.6275375,28.68222500491885
1747591823.631459,30.078248584609685
1747591823.6353807,31.25053469564336
1747591823.6393023,32.237046588727125
1747591823.6432238,33.104429688781174
1747591823.6471453,33.92319561828863
1747591823.651067,34.75835816296859
1747591823.6549885,35.65497356484666
1747591823.65891,36.61727796092751
1747591823.6628315,37.60582433383643
1747591823.6667533,38.55763195946049
1747591823.6706748,39.408162703727974
1747591823.6745963,40.10631308288385
1747591823.6785178,40.63258468236928
1747591823.6824396,41.0094918431843
1747591823.686361,41.284308457643796
1747591823.6902826,41.50692657068384
1747591823.694204,41.729160369024804
1747591823.6981258,42.001329306037
1747591823.7020473,42.347810904122554
1747591823.7059689,42.74742579503074
1747591823.7098904,43.137881800922734
1747591823.713812,43.43460286834241
1747591823.7177336,43.55011289597308
1747591823.7216551,43.41251326070335
1747591823.7255766,42.98215831548307
1747591823.7294984,42.2517258911164
1747591823.73342,41.23179074234946
1747591823.7373414,39.95095912359666
1747591823.741263,38.468468871894565
1747591823.7451847,36.8633513182597
1747591823.7491062,35.20114011727329
1747591823.7530277,33.51516159416124
1747591823.7569492,31.812230945081936
1747591823.760871,30.084111740141545
1747591823.7647924,28.321519072249806
1747591823.768714,26.53503802173386
1747591823.7726355,24.76257984325989
1747591823.7765572,23.05061845167096
1747591823.7804787,21.436636199330177
1747591823.7844002,19.953107024157596
1747591823.7883217,18.633350003193
1747591823.7922435,17.50071152507484
1747591823.796165,16.557570483532487
1747591823.8000865,15.792181219842371
1747591823.804008,15.187082036527324
1747591823.8079298,14.715777534284042
1747591823.8118513,14.344459908277058
1747591823.8157728,14.043488649712684
1747591823.8196943,13.790199981361738
1747591823.823616,13.561095295080024
1747591823.8275375,13.331860117308583
1747591823.831459,13.086734466602726
1747591823.8353806,12.816946254354681
1747591823.8393023,12.508702261425128
1747591823.8432238,12.144556854428107
1747591823.8471453,11.715008119076993
1747591823.8510668,11.217783424528873
1747591823.8549886,10.657413215882897
1747591823.85891,10.065948002834674
1747591823.8628316,9.516540844161668
1747591823.866753,9.101051382767393
1747591823.8706748,8.901333997335097
1747591823.8745964,8.986807085148618
1747591823.8785179,9.421180527033917
1747591823.8824394,10.254301387936192
1747591823.8863611,11.50483871996136
1747591823.8902826,13.149393651274503
1747591823.8942041,15.124058021245913
1747591823.8981256,17.339275989947534
1747591823.9020474,19.709514032417097
1747591823.905969,22.181219965267257
1747591823.9098904,24.72716030485762
1747591823.913812,27.317189262226332
1747591823.9177337,29.91417355886471
1747591823.9216552,32.496774489982975
1747591823.9255767,35.06409020343393
1747591823.9294982,37.61651826634944
1747591823.93342,40.14441267134733
1747591823.9373415,42.62548733888685
1747591823.941263,45.012113757990235
1747591823.9451845,47.2163814264263
1747591823.9491062,49.11138833002259
1747591823.9530277,50.54866367223514
1747591823.9569492,51.382918648327326
1747591823.9608707,51.503422211155076
1747591823.9647925,50.86864623280633
1747591823.968714,49.51781272571769
1747591823.9726355,47.54275321804125
1747591823.976557,45.05263280662881
1747591823.9804788,42.16078102398968
1747591823.9844003,38.97472677841226
1747591823.9883218,35.57561241260391
1747591823.9922433,32.00837771446881
1747591823.996165,28.296022802481307
1747591824.0000865,24.459353488646865
1747591824.004008,20.523678384112245
1747591824.0079296,16.523192096460484
1747591824.0118513,12.510368605282157
1747591824.0157728,8.551429141891328
1747591824.0196943,4.711083229360892
1747591824.0236158,1.0534933845381593
1747591824.0275376,-2.351427902985855
1747591824.031459,-5.445138098108826
1747591824.0353806,-8.206160314057938
1747591824.039302,-10.652356761708129
1747591824.0432239,-12.821652266335146
1747591824.0471454,-14.753376543983002
1747591824.0510669,-16.473382859132826
1747591824.0549884,-17.974327074233006
1747591824.0589101,-19.208896181681055
1747591824.0628316,-20.113997144277917
1747591824.0667531,-20.638885025409905
1747591824.0706747,-20.750652716300184
1747591824.0745964,-20.433598213316436
1747591824.078518,-19.697472549245077
1747591824.0824394,-18.580863258841834
1747591824.086361,-17.14238523107617
1747591824.0902827,-15.450807510570453
1747591824.0942042,-13.57752076029698
1747591824.0981257,-11.58540490044178
1747591824.1020472,-9.519491869305101
1747591824.105969,-7.4128597364358715
1747591824.1098905,-5.299490436048732
1747591824.113812,-3.2074107095215645
1747591824.1177335,-1.1406804838044686
1747591824.1216552,0.9129746816163146
1747591824.1255767,2.9514861393703624
1747591824.1294982,4.936164890080886
1747591824.1334198,6.790561345822648
1747591824.1373415,8.41843206550682
1747591824.141263,9.735366231572629
1747591824.1451845,10.703127434102797
1747591824.149106,11.34591500710054
1747591824.1530278,11.733107590218653
1747591824.1569493,11.948829065133149
1747591824.1608708,12.080586910313361
1747591824.1647923,12.22081283079198
1747591824.168714,12.455718407030915
1747591824.1726356,12.84216188987264
1747591824.176557,13.389524594006733
1747591824.1804786,14.053552204646211
1747591824.1844003,14.74478199673179
1747591824.1883218,15.357688458407807
1747591824.1922433,15.809681030444748
1747591824.1961648,16.055926315225154
1747591824.2000866,16.07547631735415
1747591824.204008,15.867534627504952
1747591824.2079296,15.465798840228334
1747591824.2118511,14.93611343720908
1747591824.2157729,14.349351569766302
1747591824.2196944,13.756857912069297
1747591824.223616,13.18278619607985
1747591824.2275374,12.624829784114231
1747591824.2314591,12.064246129922445
1747591824.2353806,11.489997817262639
1747591824.2393022,10.913349991830998
1747591824.2432237,10.354203473434305
1747591824.2471454,9.824799087355943
1747591824.251067,9.33697548989653
1747591824.2549884,8.917716383356385
1747591824.25891,8.608252397140646
1747591824.2628317,8.450596370277
1747591824.2667532,8.476645026604892
1747591824.2706747,8.700129414268124
1747591824.2745962,9.10780138327273
1747591824.278518,9.655610371327436
1747591824.2824395,10.27484018680616
1747591824.286361,10.878896542019802
1747591824.2902825,11.365333096024383
1747591824.2942042,11.633599863557102
1747591824.2981257,11.618210684351183
1747591824.3020473,11.293645794971582
1747591824.3059688,10.642453304088972
1747591824.3098905,9.63242461847449
1747591824.313812,8.22446207036823
1747591824.3177335,6.385564882434117
1747591824.321655,4.0879446726784945
1747591824.3255768,1.309182097796491
1747591824.3294983,-1.957144217960753
1747591824.3334198,-5.697598611148393
1747591824.3373413,-9.877485256603778
1747591824.341263,-14.420435140135185
1747591824.3451846,-19.1954966976031
1747591824.349106,-24.042925779571082
1747591824.3530276,-28.806057429423245
1747591824.3569493,-33.33985457343434
1747591824.3608708,-37.52118879596824
1747591824.3647923,-41.276090348159485
1747591824.3687139,-44.59872529746745
1747591824.3726356,-47.54133272291552
1747591824.376557,-50.18490424777719
1747591824.3804786,-52.610394069098305
1747591824.3844001,-54.87120846188284
1747591824.3883219,-56.96891392629467
1747591824.3922434,-58.85843712216148
1747591824.396165,-60.478760379458826
1747591824.4000864,-61.76575227740071
1747591824.4040082,-62.647859728911165
1747591824.4079297,-63.06239857897068
1747591824.4118512,-62.98896203623698
1747591824.4157727,-62.46622888004296
1747591824.4196944,-61.57963900790625
1747591824.423616,-60.43383847478417
1747591824.4275374,-59.123493527713116
1747591824.431459,-57.704671598560466
1747591824.4353807,-56.18340388058739
1747591824.4393022,-54.53885680862408
1747591824.4432237,-52.75206088782616
1747591824.4471452,-50.80657582207817
1747591824.451067,-48.68304671102717
1747591824.4549885,-46.3721901807334
1747591824.45891,-43.88649577839314
1747591824.4628315,-41.25548844423136
1747591824.4667532,-38.517222126658474
1747591824.4706748,-35.71248032778467
1747591824.4745963,-32.874868194935644
1747591824.4785178,-30.020324948291602
1747591824.4824395,-27.151571509432326
1747591824.486361,-24.275606496610475
1747591824.4902825,-21.410613996906115
1747591824.494204,-18.57830425758998
1747591824.4981258,-15.806188738016695
1747591824.5020473,-13.145203228838064
1747591824.5059688,-10.679458006514146
1747591824.5098903,-8.519059035852145
1747591824.513812,-6.785985769951848
1747591824.5177336,-5.590461960827394
1747591824.521655,-4.990188288364068
1747591824.5255766,-4.956915342047929
1747591824.5294983,-5.386311931533867
1747591824.5334198,-6.136765469125882
1747591824.4682393,0.0024929085322145973
1747591824.4721608,0.019188486004700373
1747591824.4760826,0.07202888266288017
1747591824.480004,0.17941228221548255
1747591824.4839256,0.3384456732043497
1747591824.487847,0.5167609536781816
1747591824.4917688,0.6613009488999442
1747591824.4956903,0.7339169175595063
1747591824.4996119,0.7534494463446635
1747591824.5035334,0.7931002645342995
1747591824.507455,0.9369437294721941
1747591824.5113766,1.2582253779712564
1747591824.5152981,1.8327368608946835
1747591824.5192196,2.7428040180572237
1747591824.5231414,4.05589385771284
1747591824.527063,5.801816589973938
1747591824.5309844,7.9656364250606915
1747591824.534906,10.491539529170806
1747591824.5388277,13.293163516978915
1747591824.5427492,16.275525201667048
1747591824.5466707,19.355399653246806
1747591824.5505922,22.458636460597873
1747591824.554514,25.515596065930747
1747591824.5584354,28.482093659758068
1747591824.562357,31.35371046921777
1747591824.5662785,34.14223036765902
1747591824.5702002,36.84770530902709
1747591824.5741217,39.45822164473271
1747591824.5780432,41.956724491900076
1747591824.5819647,44.31415572625791
1747591824.5858865,46.485487407437205
1747591824.589808,48.422162020684624
1747591824.5937295,50.080548246056786
1747591824.597651,51.41549180848511
1747591824.6015728,52.38476139489746
1747591824.6054943,52.96884924717513
1747591824.6094158,53.171687292164876
1747591824.6133373,53.00409123544695
1747591824.617259,52.48748424804633
1747591824.6211805,51.66615405506901
1747591824.625102,50.589737075500025
1747591824.6290236,49.28253151092175
1747591824.6329453,47.73992510278695
1747591824.6368668,45.94561647296625
1747591824.6407883,43.8748426948435
1747591824.6447098,41.488976957420576
1747591824.6486316,38.75465391235764
1747591824.652553,35.67032291478503
1747591824.6564746,32.266369632921254
1747591824.660396,28.598749096968117
1747591824.6643178,24.749515172047907
1747591824.6682394,20.80800464181456
1747591824.6721609,16.838363028679215
1747591824.6760824,12.87004146605959
1747591824.6800041,8.91542355336879
1747591824.6839256,4.987853636977528
1747591824.6878471,1.1065338048888578
1747591824.6917686,-2.6969072789537925
1747591824.6956904,-6.365584796641081
1747591824.699612,-9.825257561153794
1747591824.7035334,-13.012929498751872
1747591824.707455,-15.886002918003978
1747591824.7113767,-18.410528832316405
1747591824.7152982,-20.564206408970623
1747591824.7192197,-22.352293365272743
1747591824.7231412,-23.807890079365837
1747591824.727063,-24.97503946795194
1747591824.7309844,-25.894364901693102
1747591824.734906,-26.595036676939955
1747591824.7388275,-27.082828559598564
1747591824.7427492,-27.334664049048797
1747591824.7466707,-27.313737822081528
1747591824.7505922,-26.982822022940393
1747591824.7545137,-26.297424011669612
1747591824.7584355,-25.207405785156755
1747591824.762357,-23.6871041502657
1747591824.7662785,-21.764623557199652
1747591824.7702,-19.520375279186855
1747591824.7741218,-17.062011582517226
1747591824.7780433,-14.498428201024694
1747591824.7819648,-11.919022239270337
1747591824.7858863,-9.376835073896215
1747591824.789808,-6.890505836337776
1747591824.7937295,-4.463535879336872
1747591824.797651,-2.0876869201330814
1747591824.8015726,0.2681682728663915
1747591824.8054943,2.6430810120047967
1747591824.8094158,5.047001097809063
1747591824.8133373,7.448337543487097
1747591824.8172588,9.792457144259966
1747591824.8211806,12.019949222705764
1747591824.825102,14.073184215639472
1747591824.8290236,15.896298518848026
1747591824.832945,17.431127093235332
1747591824.8368669,18.614029485423522
1747591824.8407884,19.38747810863842
1747591824.8447099,19.731794539089574
1747591824.8486314,19.684115697674468
1747591824.8525531,19.313118561466265
1747591824.8564746,18.676485722462107
1747591824.8603961,17.804663394977908
1747591824.8643177,16.70892618924968
1747591824.8682394,15.391160488141695
1747591824.872161,13.86022513973287
1747591824.8760824,12.155458576995821
1747591824.880004,10.345997897669697
1747591824.8839257,8.50408425785112
1747591824.8878472,6.692373922302086
1747591824.8917687,4.973676909036809
1747591824.8956902,3.4115399664765227
1747591824.899612,2.053847148615387
1747591824.9035335,0.9259293665226268
1747591824.907455,0.03893467908219145
1747591824.9113765,-0.6073114916059502
1747591824.9152982,-1.0238049262148012
1747591824.9192197,-1.2186154394968987
1747591824.9231412,-1.1875007397986603
1747591824.9270627,-0.9273912428652445
1747591824.9309845,-0.4463935718990789
1747591824.934906,0.2515836492772252
1747591824.9388275,1.1781625221954832
1747591824.942749,2.3443835579248438
1747591824.9466708,3.7392547629639292
1747591824.9505923,5.327332156669771
1747591824.9545138,7.05992702950395
1747591824.9584353,8.881852108777892
1747591824.962357,10.738891988804752
1747591824.9662786,12.59731201024593
1747591824.9702,14.450463544412548
1747591824.9741216,16.299342468352183
1747591824.9780433,18.142523981957932
1747591824.9819648,19.987280237760313
1747591824.9858863,21.84999355841947
1747591824.9898078,23.740594262696572
1747591824.9937296,25.654730243317925
1747591824.997651,27.570228248154873
1747591825.0015726,29.431960662799618
1747591825.005494,31.145138718385812
1747591825.0094159,32.602316725900806
1747591825.0133374,33.72152218015333
1747591825.017259,34.458534889038745
1747591825.0211804,34.7963550207218
1747591825.0251021,34.73492722191153
1747591825.0290236,34.28398311234081
1747591825.0329452,33.45287744654305
1747591825.0368667,32.2521222086459
1747591825.0407884,30.71540142342806
1747591825.04471,28.90959261694414
1747591825.0486314,26.90992147314961
1747591825.052553,24.76866941856452
1747591825.0564747,22.510177105634014
1747591825.0603962,20.146264461526357
1747591825.0643177,17.688754702801717
1747591825.0682392,15.161949172497241
1747591825.072161,12.622747912610592
1747591825.0760825,10.162650677031642
1747591825.080004,7.884604274390646
1747591825.0839255,5.887116514470356
1747591825.0878472,4.257371358900283
1747591825.0917687,3.0516357922438697
1747591825.0956903,2.2769805417759605
1747591825.0996118,1.8971146041599913
1747591825.1035335,1.8533622654850308
1747591825.107455,2.0789820036739344
1747591825.1113765,2.505314002218521
1747591825.115298,3.0758174682929713
1747591825.1192198,3.761558898815642
1747591825.1231413,4.5549092212370885
1747591825.1270628,5.451914587967195
1747591825.1309843,6.449407550225596
1747591825.134906,7.545200525628782
1747591825.1388276,8.718181466446472
1747591825.142749,9.906356833162777
1747591825.1466706,11.013929139518108
1747591825.1505923,11.938043663718464
1747591825.1545138,12.590206266675716
1747591825.1584353,12.916611321204298
1747591825.1623569,12.918502676542124
1747591825.1662786,12.645913705563382
1747591825.1702,12.16558001584153
1747591825.1741216,11.542114303416739
1747591825.1780431,10.840671033557475
1747591825.1819649,10.1203939358029
1747591825.1858864,9.412759496058255
1747591825.189808,8.708463048476844
1747591825.1937294,7.959523134510215
1747591825.1976511,7.089457886562682
1747591825.2015727,6.019266072201062
1747591825.2054942,4.712071005668074
1747591825.2094157,3.2007910483977287
1747591825.2133374,1.5669061378232592
1747591825.217259,-0.09846400720966227
1747591825.2211804,-1.706935986412129
1747591825.225102,-3.1708554234622173
1747591825.2290237,-4.417010712353947
1747591825.2329452,-5.409140798412277
1747591825.2368667,-6.155681199144264
1747591825.2407882,-6.6995744106936606
1747591825.24471,-7.101007373824752
1747591825.2486315,-7.418366068151991
1747591825.252553,-7.6963956451240385
1747591825.2564745,-7.975808439565171
1747591825.2603962,-8.308599895709571
1747591825.2643178,-8.742592226702367
1747591825.2682393,-9.287326466310367
1747591825.2721608,-9.91234331398624
1747591825.2760825,-10.581836995604652
1747591825.280004,-11.281446814606218
1747591825.2839255,-12.01745497189568
1747591825.287847,-12.809009449048137
1747591825.2917688,-13.683187430306512
1747591825.2956903,-14.659220891645298
1747591825.2996118,-15.73305572812689
1747591825.3035333,-16.88497223407008
1747591825.307455,-18.08938666733381
1747591825.3113766,-19.304513047374115
1747591825.315298,-20.467300027985043
1747591825.3192196,-21.50960188981641
1747591825.3231413,-22.371185256894204
1747591825.3270628,-22.999593989628842
1747591825.3309844,-23.35518347672223
1747591825.3349059,-23.42522495819877
1747591825.3388276,-23.228181242044275
1747591825.342749,-22.800509424027965
1747591825.3466706,-22.187653104124983
1747591825.3505921,-21.451988128485375
1747591825.354514,-20.669528413265297
1747591825.3584354,-19.90369637264803
1747591825.362357,-19.191679288300517
1747591825.3662784,-18.5520673641129
1747591825.3702002,-17.98809858318616
1747591825.3741217,-17.49007220452302
1747591825.3780432,-17.050135894349015
1747591825.3819647,-16.674898537741054
1747591825.3858864,-16.37855852194948
1747591825.389808,-16.165883483404674
1747591825.3937294,-16.030057849631255
1747591825.397651,-15.958523574618868
1747591825.4015727,-15.918052521249756
1747591825.4054942,-15.839081536756318
1747591825.4094157,-15.635772833261644
1747591825.4133372,-15.238680879606164
1747591825.417259,-14.607469321455183
1747591825.4211805,-13.735809653342345
1747591825.425102,-12.65751547388618
1747591825.4290235,-11.440334544413249
1747591825.4329453,-10.165926910112026
1747591825.4368668,-8.911136297762564
1747591825.4407883,-7.738912239439855
1747591825.4447098,-6.685815374200691
1747591825.4486315,-5.7427026333512465
1747591825.452553,-4.857720228310422
1747591825.4564745,-3.964484079546283
1747591825.460396,-2.9973282015844274
1747591825.4643178,-1.8919947332107232
1747591825.4682393,-0.6042650156314292
1747591825.4392436,-0.003526795540434619
1747591825.443165,-0.028723166544089445
1747591825.4470868,-0.11645632362855712
1747591825.4510083,-0.3209589017201027
1747591825.4549298,-0.6850706417007086
1747591825.4588513,-1.2086632308445422
1747591825.462773,-1.8294816470923636
1747591825.4666946,-2.439929830200388
1747591825.470616,-2.9226060911588974
1747591825.4745376,-3.168994976662521
1747591825.4784594,-3.0879823277406757
1747591825.4823809,-2.6241437001824983
1747591825.4863024,-1.7732865156079163
1747591825.490224,-0.579173650386746
1747591825.4941456,0.880222655070678
1747591825.4980671,2.5074461399560204
1747591825.5019886,4.209218563074354
1747591825.5059102,5.926431144176624
1747591825.509832,7.641669052968435
1747591825.5137534,9.359048402434416
1747591825.517675,11.091838219977678
1747591825.5215964,12.866668841916841
1747591825.5255182,14.713382794205462
1747591825.5294397,16.638023026283225
1747591825.5333612,18.609651444436476
1747591825.5372827,20.57014111649458
1747591825.5412045,22.45104716620434
1747591825.545126,24.19144604550775
1747591825.5490475,25.75753497441507
1747591825.552969,27.1467459159275
1747591825.5568907,28.366413170817058
1747591825.5608122,29.41321581620205
1747591825.5647337,30.276156658336593
1747591825.5686553,30.949615837182783
1747591825.572577,31.433686827115476
1747591825.5764985,31.720907398231827
1747591825.58042,31.786727153103325
1747591825.5843415,31.591742472374328
1747591825.5882633,31.091261272347538
1747591825.5921848,30.257395397299078
1747591825.5961063,29.106925784800747
1747591825.6000278,27.699899394578424
1747591825.6039495,26.107687215799213
1747591825.607871,24.393985871573687
1747591825.6117926,22.619667218989008
1747591825.615714,20.84338907288523
1747591825.6196358,19.106872017752945
1747591825.6235573,17.419307948858126
1747591825.6274788,15.7553290895467
1747591825.6314003,14.064889443435247
1747591825.635322,12.288365369752317
1747591825.6392436,10.379314209857371
1747591825.643165,8.324220135023305
1747591825.6470866,6.13700190646509
1747591825.6510084,3.844181917180119
1747591825.6549299,1.4919525399962017
1747591825.6588514,-0.8441681326803361
1747591825.662773,-3.0758967336724075
1747591825.6666946,-5.12472613139074
1747591825.6706161,-6.928309088110189
1747591825.6745377,-8.443578612799685
1747591825.6784592,-9.655396821368626
1747591825.682381,-10.581357194084296
1747591825.6863024,-11.267561630275946
1747591825.690224,-11.7801472204138
1747591825.6941454,-12.197336597745625
1747591825.6980672,-12.590501981500763
1747591825.7019887,-12.991760880404302
1747591825.7059102,-13.383739698208197
1747591825.7098317,-13.725582536277612
1747591825.7137535,-13.978472038343437
1747591825.717675,-14.113558649976689
1747591825.7215965,-14.120755075269416
1747591825.725518,-14.020423062620866
1747591825.7294397,-13.860339460632725
1747591825.7333612,-13.6965154489241
1747591825.7372828,-13.577677600878062
1747591825.7412043,-13.537215799532406
